Sale_ID,Appt_ID,Transaction_Date,Total_Charge,Payment_Type,Credit_Transaction
532,532,02/15/2022,51.08,Amex,209.183.21.185
533,533,12/13/2016,40.33,Visa,8.66.87.145
534,534,10/22/2022,76.62,Cash,
535,535,11/15/2017,259.09,Mastercard,135.83.136.249
536,536,05/13/2018,232.28,Mastercard,57.60.164.86
537,537,09/25/2015,79.14,Venmo,39.103.50.152
538,538,01/29/2024,43.31,Venmo,2.16.104.27
539,539,01/05/2024,188.78,Cash,
540,540,05/07/2015,215.40,Visa,172.68.84.131
541,541,08/26/2020,298.98,Mastercard,136.108.180.229
542,542,09/09/2023,97.47,Visa,7.163.49.15
543,543,07/31/2023,286.59,Mastercard,155.19.86.65
544,544,08/06/2016,299.65,Amex,117.50.78.101
545,545,09/28/2014,289.36,Mastercard,21.239.241.144
546,546,04/03/2014,141.77,Amex,138.11.60.171
547,547,07/17/2018,186.13,Cash,
548,548,06/02/2021,146.19,Venmo,187.188.61.72
549,549,01/17/2024,39.66,Visa,211.91.151.63
550,550,07/29/2016,148.22,Mastercard,17.56.157.112
551,551,07/30/2020,265.42,Visa,66.236.105.249
552,552,12/20/2023,85.91,Mastercard,2.59.184.172
553,553,06/30/2018,195.33,Amex,88.196.224.26
554,554,09/19/2014,179.36,Amex,43.177.242.253
555,555,07/22/2016,131.91,Amex,248.235.16.63
556,556,03/07/2015,266.55,Cash,
557,557,12/09/2017,284.69,Mastercard,88.3.46.172
558,558,01/19/2021,204.50,Cash,
559,559,07/28/2019,223.05,Cash,
560,560,06/19/2022,126.91,Mastercard,65.137.203.112
561,561,04/01/2017,59.72,Visa,94.175.24.1
562,562,10/20/2015,297.60,Cash,
563,563,12/09/2021,70.28,Cash,
564,564,11/22/2020,298.63,Visa,72.86.155.88
565,565,09/07/2017,34.41,Venmo,163.46.7.97
566,566,09/03/2023,154.92,Mastercard,118.217.227.184
567,567,02/01/2015,220.28,Mastercard,73.135.83.22
568,568,04/09/2018,239.44,Cash,
569,569,12/25/2022,176.90,Venmo,250.95.60.159
570,570,06/05/2020,144.69,Amex,146.250.191.241
571,571,04/14/2022,79.65,Amex,164.153.210.121
572,572,08/31/2016,190.97,Mastercard,91.252.177.134
573,573,02/07/2020,74.01,Visa,44.30.74.155
574,574,10/09/2015,129.03,Cash,
575,575,09/10/2023,157.12,Visa,132.126.108.228
576,576,01/07/2021,175.21,Cash,
577,577,07/12/2016,229.80,Mastercard,109.178.148.122
578,578,05/24/2015,165.65,Cash,
579,579,10/08/2022,279.50,Venmo,237.144.24.135
580,580,10/08/2016,58.66,Visa,128.248.12.87
581,581,03/26/2021,46.34,Venmo,101.82.97.38
582,582,12/18/2017,42.05,Visa,193.155.220.160
583,583,01/31/2018,152.58,Cash,
584,584,08/08/2016,217.13,Cash,
585,585,02/05/2014,276.33,Venmo,219.120.234.133
586,586,02/12/2014,297.76,Mastercard,6.118.57.75
587,587,02/20/2022,240.92,Cash,
588,588,06/09/2022,45.43,Amex,238.140.214.241
589,589,09/02/2015,190.03,Venmo,255.68.225.225
590,590,02/29/2016,184.79,Venmo,10.47.82.99
591,591,01/23/2016,206.43,Visa,212.8.119.94
592,592,03/01/2014,168.96,Venmo,230.46.213.244
593,593,04/30/2016,48.44,Venmo,92.17.210.175
594,594,01/26/2016,152.22,Visa,85.41.166.133
595,595,10/09/2016,78.56,Venmo,45.38.196.230
596,596,08/11/2017,148.23,Amex,62.126.161.172
597,597,11/15/2019,75.83,Amex,107.129.151.254
598,598,06/20/2014,260.46,Venmo,18.200.235.97
599,599,08/30/2015,138.31,Amex,82.191.136.76
600,600,09/10/2020,151.20,Mastercard,103.64.231.223
601,601,05/21/2019,71.49,Amex,155.60.218.74
602,602,11/11/2014,44.12,Amex,76.5.17.87
603,603,02/16/2016,159.92,Visa,155.110.226.82
604,604,09/30/2022,54.74,Mastercard,183.215.238.29
605,605,03/11/2018,279.72,Cash,
606,606,07/19/2017,187.17,Amex,112.241.180.218
607,607,04/08/2018,135.35,Mastercard,145.121.169.186
608,608,02/02/2020,124.19,Visa,18.19.204.172
609,609,06/15/2015,221.51,Cash,
610,610,03/30/2022,114.60,Visa,154.50.3.30
611,611,10/17/2023,246.81,Mastercard,105.61.26.171
612,612,06/04/2015,50.42,Venmo,230.80.21.31
613,613,05/04/2014,254.96,Mastercard,60.180.148.160
614,614,01/31/2024,75.74,Cash,
615,615,01/21/2019,113.90,Cash,
616,616,07/29/2017,156.13,Amex,100.198.61.208
617,617,04/25/2016,129.42,Cash,
618,618,03/20/2023,66.43,Venmo,225.198.248.82
619,619,06/09/2023,298.61,Cash,
620,620,09/04/2016,63.57,Mastercard,37.199.246.89
621,621,12/28/2018,298.86,Amex,78.118.20.233
622,622,09/27/2014,258.96,Amex,236.97.165.174
623,623,05/22/2019,129.99,Mastercard,213.234.25.115
624,624,10/30/2018,170.01,Amex,221.86.45.30
625,625,05/25/2015,188.58,Venmo,191.130.215.138
626,626,05/16/2014,126.48,Visa,146.58.21.198
627,627,02/08/2020,223.97,Visa,232.97.54.148
628,628,04/12/2020,230.81,Amex,216.86.124.198
629,629,05/14/2014,114.22,Amex,65.89.117.196
630,630,03/21/2019,255.02,Amex,143.38.254.85
631,631,04/07/2015,223.38,Amex,182.65.83.207
632,632,04/18/2017,89.79,Cash,
633,633,02/27/2018,166.05,Visa,145.43.52.199
634,634,05/17/2021,104.93,Amex,125.154.38.47
635,635,12/23/2016,112.89,Visa,165.95.9.71
636,636,06/19/2021,271.91,Cash,
637,637,12/23/2020,228.59,Amex,212.47.242.176
638,638,04/27/2024,185.51,Cash,
639,639,09/18/2022,129.90,Venmo,133.211.162.235
640,640,01/06/2021,120.48,Mastercard,172.165.0.222
641,641,03/02/2023,267.61,Mastercard,65.100.89.176
642,642,07/02/2023,80.28,Mastercard,24.37.155.46
643,643,06/15/2019,193.64,Venmo,19.26.255.213
644,644,06/14/2019,62.91,Amex,198.171.236.114
645,645,05/09/2017,299.11,Visa,51.252.197.17
646,646,03/20/2021,65.34,Cash,
647,647,10/04/2021,104.62,Mastercard,2.245.118.143
648,648,09/16/2019,68.28,Amex,199.222.6.147
649,649,12/13/2019,190.47,Cash,
650,650,11/07/2021,140.40,Venmo,147.111.98.181
651,651,06/18/2017,44.52,Mastercard,246.254.255.82
652,652,02/27/2020,50.85,Mastercard,6.162.184.87
653,653,09/10/2021,257.56,Amex,108.141.22.209
654,654,03/23/2017,117.11,Amex,184.133.205.214
655,655,03/26/2016,49.16,Mastercard,203.68.176.133
656,656,10/28/2014,256.97,Venmo,33.61.250.46
657,657,02/09/2015,226.27,Mastercard,81.200.194.45
658,658,06/25/2019,105.03,Amex,250.235.194.248
659,659,03/12/2023,106.89,Visa,121.132.96.165
660,660,12/24/2015,100.01,Visa,53.203.172.55
661,661,09/10/2014,138.95,Cash,
662,662,06/19/2019,104.43,Cash,
663,663,09/30/2021,251.79,Mastercard,48.141.159.82
664,664,10/16/2022,142.45,Venmo,7.134.136.192
665,665,09/25/2017,127.29,Visa,193.5.175.45
666,666,12/29/2015,156.22,Cash,
667,667,01/24/2014,84.11,Visa,49.25.112.162
668,668,09/26/2016,231.15,Venmo,56.29.179.163
669,669,10/10/2016,140.71,Amex,86.121.245.89
670,670,06/24/2019,205.41,Cash,
671,671,06/01/2021,224.75,Venmo,209.118.93.65
672,672,03/28/2020,123.99,Cash,
673,673,12/27/2020,277.57,Mastercard,166.27.255.50
674,674,05/21/2016,252.03,Cash,
675,675,04/16/2023,35.68,Mastercard,139.208.81.187
676,676,10/31/2021,261.76,Visa,254.165.139.140
677,677,11/30/2023,168.16,Mastercard,233.161.118.200
678,678,08/30/2016,141.57,Venmo,124.97.157.168
679,679,10/19/2016,257.35,Visa,165.81.228.124
680,680,11/16/2019,155.42,Mastercard,158.134.42.23
681,681,07/15/2023,54.76,Cash,
682,682,07/21/2017,209.27,Venmo,236.169.30.127
683,683,07/16/2018,183.06,Venmo,121.151.174.232
684,684,04/22/2020,250.41,Visa,232.21.81.134
685,685,06/20/2016,206.26,Venmo,196.170.122.24
686,686,09/10/2021,197.56,Cash,
687,687,04/28/2021,194.34,Mastercard,99.210.209.195
688,688,09/06/2021,266.51,Amex,22.50.135.164
689,689,06/29/2016,206.38,Visa,18.246.71.80
690,690,01/03/2020,262.91,Visa,117.169.129.218
691,691,08/10/2016,174.94,Venmo,61.44.15.237
692,692,03/06/2016,227.25,Mastercard,188.41.209.102
693,693,04/10/2014,229.13,Amex,4.25.99.190
694,694,02/13/2022,286.67,Venmo,157.5.72.233
695,695,04/15/2014,249.43,Visa,47.73.107.135
696,696,08/14/2014,144.90,Amex,100.10.176.184
697,697,09/11/2023,286.03,Venmo,13.25.206.137
698,698,08/12/2014,115.42,Visa,146.74.164.126
699,699,07/29/2020,216.75,Amex,199.10.231.89
700,700,09/06/2015,105.57,Visa,166.215.140.177
701,701,10/11/2021,222.78,Mastercard,155.140.141.122
702,702,11/07/2016,280.52,Venmo,102.251.109.56
703,703,09/03/2020,112.80,Amex,16.151.166.198
704,704,02/06/2021,164.05,Venmo,221.121.82.2
705,705,03/29/2019,207.20,Cash,
706,706,09/04/2018,71.54,Mastercard,214.212.17.87
707,707,09/16/2017,292.46,Visa,229.108.151.44
708,708,11/30/2020,98.54,Amex,44.144.100.95
709,709,08/22/2018,158.00,Mastercard,223.124.211.83
710,710,04/10/2024,104.57,Cash,
711,711,02/09/2015,204.36,Amex,252.150.211.70
712,712,02/07/2020,134.67,Amex,138.138.243.136
713,713,06/04/2019,266.02,Venmo,10.118.67.234
714,714,04/17/2023,217.30,Amex,88.198.69.250
715,715,01/08/2014,91.38,Cash,
716,716,08/03/2018,108.05,Venmo,131.60.209.96
717,717,04/03/2016,192.59,Cash,
718,718,09/14/2016,249.34,Mastercard,0.22.179.205
719,719,10/20/2020,55.92,Visa,46.65.57.27
720,720,05/18/2014,107.40,Mastercard,67.177.84.174
721,721,12/22/2021,132.43,Visa,6.77.5.186
722,722,05/17/2023,200.68,Visa,20.227.168.223
723,723,12/23/2023,112.87,Mastercard,203.179.67.53
724,724,10/03/2018,81.14,Mastercard,165.219.175.35
725,725,12/27/2019,51.21,Venmo,100.135.151.14
726,726,07/16/2015,249.84,Venmo,83.100.190.220
727,727,04/15/2014,117.41,Visa,3.238.125.189
728,728,04/23/2022,275.25,Amex,100.86.253.13
729,729,06/16/2022,274.86,Amex,39.168.168.203
730,730,09/25/2015,42.44,Cash,
731,731,07/01/2017,85.52,Cash,
732,732,09/09/2014,222.27,Mastercard,8.57.237.65
733,733,01/17/2016,252.38,Venmo,17.182.196.254
734,734,06/05/2021,69.41,Venmo,5.39.230.63
735,735,09/02/2015,136.24,Mastercard,184.26.221.3
736,736,03/30/2015,208.94,Mastercard,237.218.248.53
737,737,12/25/2020,244.84,Venmo,241.226.117.203
738,738,11/21/2015,90.60,Mastercard,83.92.206.206
739,739,03/22/2016,144.57,Cash,
740,740,12/29/2016,207.74,Amex,23.101.37.103
741,741,01/15/2017,139.39,Cash,
742,742,03/05/2017,207.67,Mastercard,252.140.151.211
743,743,11/10/2021,270.94,Mastercard,106.140.114.185
744,744,10/05/2016,107.59,Mastercard,114.139.181.143
745,745,12/23/2014,55.60,Amex,138.132.130.228
746,746,05/04/2018,173.51,Amex,168.237.221.171
747,747,12/14/2014,42.63,Mastercard,34.240.176.60
748,748,01/08/2020,263.96,Visa,25.36.40.115
749,749,06/15/2015,269.50,Amex,45.177.141.11
750,750,05/10/2021,43.14,Visa,77.46.237.109
751,751,06/30/2018,177.59,Visa,163.60.132.251
752,752,08/06/2016,143.11,Mastercard,128.88.165.221
753,753,12/30/2016,220.07,Mastercard,88.100.196.178
754,754,03/23/2022,47.98,Venmo,222.56.46.128
755,755,03/11/2020,175.34,Cash,
756,756,01/04/2023,62.45,Venmo,50.231.18.15
757,757,05/09/2018,33.42,Visa,27.47.230.114
758,758,11/15/2019,190.62,Cash,
759,759,10/05/2022,59.30,Mastercard,16.186.174.29
760,760,04/19/2022,255.11,Visa,84.145.221.108
761,761,12/16/2014,184.71,Amex,135.180.150.37
762,762,05/25/2020,201.00,Amex,113.49.123.223
763,763,02/18/2016,288.68,Mastercard,164.96.70.33
764,764,08/19/2022,207.26,Mastercard,88.84.237.177
765,765,12/08/2014,42.89,Amex,116.22.192.113
766,766,01/06/2022,236.79,Venmo,68.44.13.205
767,767,01/25/2019,80.39,Visa,61.27.61.24
768,768,12/29/2021,150.67,Mastercard,104.226.128.156
769,769,06/29/2022,123.83,Cash,
770,770,11/17/2021,200.44,Venmo,41.98.1.52
771,771,06/21/2014,185.36,Cash,
772,772,03/19/2022,36.90,Mastercard,171.44.177.173
773,773,05/07/2014,199.35,Amex,51.225.253.209
774,774,01/23/2020,278.06,Visa,251.221.251.96
775,775,01/27/2020,293.35,Venmo,148.29.3.136
776,776,03/18/2014,145.90,Amex,57.224.39.154
777,777,11/10/2018,246.16,Visa,74.138.243.63
778,778,08/19/2016,208.09,Visa,78.137.104.39
779,779,08/08/2023,227.39,Mastercard,171.197.155.93
780,780,02/27/2017,123.81,Amex,33.246.133.236
781,781,01/26/2023,197.38,Cash,
782,782,12/14/2019,219.90,Amex,33.60.172.253
783,783,04/12/2021,151.21,Visa,105.197.47.218
784,784,08/25/2017,294.99,Venmo,102.19.33.69
785,785,03/25/2017,65.95,Venmo,95.132.11.113
786,786,05/08/2019,66.91,Mastercard,231.98.40.250
787,787,09/16/2015,194.89,Visa,176.192.155.52
788,788,09/02/2023,246.32,Venmo,92.151.217.58
789,789,09/06/2022,296.29,Mastercard,46.75.74.18
790,790,10/21/2021,262.19,Venmo,164.21.144.153
791,791,06/08/2017,104.25,Visa,236.217.19.136
792,792,03/03/2015,68.39,Amex,42.134.78.119
793,793,12/21/2018,205.75,Amex,202.84.245.23
794,794,03/16/2022,173.85,Amex,193.112.191.4
795,795,05/17/2016,151.19,Amex,4.70.250.53
796,796,09/08/2020,74.71,Amex,64.246.6.82
797,797,06/05/2020,248.80,Amex,145.237.136.170
798,798,02/01/2015,159.30,Visa,222.48.224.187
799,799,01/24/2015,221.28,Mastercard,100.89.30.178
800,800,11/14/2021,154.38,Visa,184.110.182.160
801,801,02/03/2020,72.16,Visa,49.176.168.225
802,802,05/17/2015,143.49,Venmo,249.133.49.8
803,803,10/16/2023,212.98,Cash,
804,804,11/04/2017,272.63,Visa,92.47.73.196
805,805,02/28/2014,200.00,Mastercard,207.229.25.131
806,806,04/13/2021,191.77,Amex,202.224.75.169
807,807,10/31/2017,51.53,Mastercard,100.184.144.242
808,808,12/07/2016,201.77,Venmo,96.151.183.61
809,809,08/25/2022,240.16,Venmo,155.169.98.214
810,810,12/23/2023,111.42,Venmo,164.207.43.195
811,811,03/02/2014,229.22,Visa,231.250.215.91
812,812,02/06/2014,72.46,Cash,
813,813,05/19/2017,195.61,Venmo,78.220.246.71
814,814,04/22/2019,299.71,Venmo,245.84.214.228
815,815,12/24/2018,110.65,Mastercard,118.141.248.117
816,816,12/09/2020,239.66,Venmo,56.254.243.48
817,817,09/06/2016,76.53,Visa,170.3.79.116
818,818,03/10/2023,249.06,Mastercard,75.46.151.190
819,819,05/12/2024,153.34,Cash,
820,820,09/03/2022,227.64,Amex,24.158.8.122
821,821,01/31/2020,256.26,Venmo,208.11.94.113
822,822,10/04/2021,185.47,Visa,34.37.192.99
823,823,02/11/2015,178.51,Visa,63.118.147.246
824,824,05/18/2014,34.53,Cash,
825,825,03/26/2018,38.44,Mastercard,179.168.69.139
826,826,04/16/2020,126.08,Venmo,134.194.242.36
827,827,08/07/2023,148.86,Venmo,230.66.87.198
828,828,02/08/2014,75.85,Venmo,23.57.125.255
829,829,01/13/2019,149.93,Venmo,76.124.31.4
830,830,10/01/2014,208.88,Visa,169.217.232.105
831,831,06/14/2015,229.61,Cash,
832,832,10/12/2018,297.55,Visa,61.195.22.166
833,833,01/16/2018,46.54,Amex,101.157.239.205
834,834,09/25/2019,255.60,Mastercard,47.186.250.41
835,835,02/14/2015,236.81,Amex,128.230.7.218
836,836,08/27/2023,149.74,Venmo,208.15.49.4
837,837,08/31/2014,106.73,Visa,143.193.248.167
838,838,09/15/2020,233.91,Mastercard,188.253.157.174
839,839,06/25/2023,290.33,Venmo,129.192.46.250
840,840,12/20/2021,135.41,Visa,51.252.111.7
841,841,04/14/2024,221.01,Visa,21.98.217.135
842,842,05/21/2014,192.95,Cash,
843,843,06/10/2017,84.56,Visa,153.239.115.11
844,844,10/30/2022,209.25,Visa,154.62.36.85
845,845,02/10/2021,282.41,Amex,192.193.247.93
846,846,11/07/2020,270.25,Visa,21.214.226.132
847,847,12/29/2023,36.35,Amex,188.93.73.162
848,848,09/27/2020,225.30,Cash,
849,849,04/15/2019,90.37,Cash,
850,850,01/05/2024,293.76,Visa,193.96.158.189
851,851,07/21/2022,209.10,Cash,
852,852,11/02/2019,244.45,Venmo,141.174.242.4
853,853,09/20/2018,48.67,Cash,
854,854,06/29/2019,170.52,Visa,249.153.189.43
855,855,06/10/2018,230.58,Cash,
856,856,08/24/2014,259.71,Venmo,83.141.155.212
857,857,06/20/2019,90.84,Venmo,0.220.2.70
858,858,12/07/2019,214.31,Venmo,31.133.97.10
859,859,08/07/2023,210.21,Cash,
860,860,01/07/2020,162.97,Cash,
861,861,11/20/2018,111.13,Mastercard,49.27.6.76
862,862,02/20/2017,181.03,Visa,115.192.161.166
863,863,07/07/2016,249.10,Visa,17.201.251.4
864,864,03/05/2015,67.70,Cash,
865,865,07/28/2023,85.03,Venmo,185.131.6.151
866,866,06/18/2015,126.52,Venmo,80.212.45.202
867,867,11/02/2017,206.12,Visa,77.226.99.136
868,868,07/04/2015,130.81,Venmo,237.235.84.91
869,869,01/29/2024,110.07,Amex,87.233.194.28
870,870,12/29/2021,157.77,Visa,223.38.247.230
871,871,11/16/2017,99.80,Mastercard,143.215.86.55
872,872,09/09/2018,168.95,Visa,252.41.172.107
873,873,07/05/2019,288.11,Visa,177.29.164.249
874,874,03/08/2016,193.76,Visa,249.25.133.0
875,875,12/09/2017,100.22,Cash,
876,876,12/22/2023,228.45,Amex,5.119.20.194
877,877,08/19/2021,123.87,Venmo,118.23.214.191
878,878,07/21/2014,155.35,Mastercard,35.211.109.122
879,879,03/28/2018,206.03,Cash,
880,880,01/24/2016,135.67,Mastercard,174.87.214.97
881,881,01/13/2019,182.24,Mastercard,74.206.140.169
882,882,11/09/2021,100.37,Visa,197.153.23.244
883,883,06/19/2014,291.71,Visa,195.208.175.92
884,884,12/04/2021,33.69,Amex,104.231.153.45
885,885,02/02/2014,130.96,Amex,170.206.211.67
886,886,07/26/2019,149.91,Cash,
887,887,11/30/2019,180.20,Venmo,80.115.109.59
888,888,12/21/2022,71.69,Cash,
889,889,11/02/2017,90.57,Cash,
890,890,01/28/2014,265.93,Visa,142.2.26.239
891,891,03/19/2024,200.47,Amex,165.197.40.2
892,892,11/15/2014,276.10,Mastercard,196.83.115.162
893,893,11/02/2014,296.48,Visa,62.172.15.48
894,894,05/12/2017,211.34,Mastercard,48.171.107.151
895,895,09/08/2019,63.90,Mastercard,1.255.204.47
896,896,06/10/2016,295.60,Cash,
897,897,11/01/2018,155.93,Amex,109.56.214.251
898,898,06/18/2020,54.92,Cash,
899,899,11/17/2019,267.87,Amex,15.226.93.183
900,900,08/06/2023,133.41,Venmo,160.145.41.60
901,901,04/08/2018,196.83,Amex,60.19.44.234
902,902,01/18/2015,134.85,Amex,120.243.200.232
903,903,04/30/2015,154.64,Amex,202.206.233.109
904,904,02/21/2021,67.24,Venmo,65.117.135.191
905,905,05/27/2021,262.18,Cash,
906,906,09/27/2019,118.08,Visa,6.82.140.8
907,907,08/28/2014,95.70,Cash,
908,908,04/19/2024,35.26,Mastercard,180.233.67.229
909,909,04/21/2016,171.21,Venmo,78.153.179.36
910,910,05/29/2015,205.22,Venmo,182.178.111.178
911,911,06/05/2020,171.45,Visa,217.125.137.95
912,912,08/22/2017,160.77,Visa,79.105.50.164
913,913,08/28/2023,285.06,Cash,
914,914,03/23/2019,271.39,Amex,63.164.222.46
915,915,04/11/2021,61.91,Venmo,200.138.48.141
916,916,12/25/2014,158.70,Amex,176.85.212.204
917,917,03/17/2016,67.30,Venmo,234.21.79.86
918,918,05/06/2015,166.29,Mastercard,7.207.197.136
919,919,07/03/2023,255.55,Amex,161.226.171.225
920,920,02/10/2020,237.30,Mastercard,75.46.155.145
921,921,05/06/2020,59.78,Venmo,8.119.71.127
922,922,04/22/2017,210.52,Amex,188.177.85.42
923,923,09/25/2022,96.91,Cash,
924,924,09/08/2014,281.87,Cash,
925,925,05/12/2017,68.73,Mastercard,207.97.44.105
926,926,08/09/2016,122.94,Venmo,136.157.198.170
927,927,10/27/2014,209.20,Cash,
928,928,08/14/2018,118.95,Venmo,32.54.243.183
929,929,10/11/2022,227.26,Mastercard,138.236.11.153
930,930,04/01/2023,157.79,Visa,199.252.125.68
931,931,05/05/2014,207.85,Cash,
932,932,01/24/2015,204.65,Visa,147.44.158.173
933,933,01/29/2024,184.83,Amex,30.88.155.68
934,934,05/23/2015,140.46,Mastercard,168.135.218.113
935,935,10/09/2015,72.46,Visa,239.189.106.201
936,936,04/18/2015,130.41,Mastercard,202.51.51.200
937,937,05/12/2020,243.77,Venmo,114.25.86.164
938,938,03/28/2015,67.49,Cash,
939,939,11/18/2018,202.73,Visa,206.80.223.201
940,940,01/27/2016,120.13,Visa,209.107.224.171
941,941,07/12/2018,156.99,Visa,8.112.159.24
942,942,02/05/2020,65.22,Amex,253.207.49.39
943,943,08/19/2018,89.87,Cash,
944,944,10/31/2016,58.40,Mastercard,86.144.216.223
945,945,03/27/2021,149.83,Cash,
946,946,06/11/2016,161.10,Mastercard,34.45.26.108
947,947,09/22/2023,40.07,Cash,
948,948,12/19/2015,166.25,Mastercard,166.16.238.109
949,949,08/19/2017,252.79,Visa,164.19.177.123
950,950,12/30/2018,94.14,Mastercard,172.19.164.7
951,951,02/07/2024,146.23,Amex,113.140.141.82
952,952,08/21/2023,269.82,Venmo,188.181.23.119
953,953,05/30/2021,169.44,Venmo,183.33.110.208
954,954,07/19/2020,143.97,Venmo,242.108.11.9
955,955,03/25/2021,225.31,Visa,166.190.14.39
956,956,06/15/2020,175.05,Cash,
957,957,02/06/2014,219.47,Venmo,45.108.224.230
958,958,06/23/2014,120.93,Amex,2.106.119.58
959,959,04/24/2018,74.47,Visa,52.69.123.250
960,960,08/10/2015,50.55,Amex,142.198.80.26
961,961,02/16/2021,70.19,Venmo,175.45.62.218
962,962,04/09/2018,79.16,Amex,83.191.93.140
963,963,10/21/2014,130.11,Visa,178.73.249.121
964,964,08/16/2016,227.19,Venmo,128.51.108.138
965,965,12/29/2023,241.46,Mastercard,115.93.52.234
966,966,05/28/2014,248.14,Cash,
967,967,02/20/2022,56.18,Visa,235.130.246.160
968,968,07/12/2021,43.20,Mastercard,15.235.160.251
969,969,10/08/2020,213.23,Venmo,240.31.223.249
970,970,04/29/2016,223.29,Amex,72.175.52.213
971,971,01/07/2014,165.61,Mastercard,204.86.180.11
972,972,03/30/2017,86.03,Visa,49.31.54.76
973,973,08/14/2021,54.31,Mastercard,80.18.116.250
974,974,03/15/2023,167.02,Visa,169.93.236.50
975,975,04/23/2018,273.85,Visa,69.196.88.158
976,976,10/20/2020,265.71,Amex,180.212.113.242
977,977,02/15/2019,225.18,Venmo,212.130.243.110
978,978,02/04/2022,80.76,Amex,41.20.129.4
979,979,04/04/2015,200.88,Amex,238.25.2.128
980,980,09/22/2014,94.94,Mastercard,50.166.71.215
981,981,04/11/2024,294.82,Venmo,11.218.113.150
982,982,05/17/2020,144.03,Cash,
983,983,06/11/2019,115.27,Venmo,195.126.82.243
984,984,11/08/2020,258.34,Venmo,52.175.85.194
985,985,01/08/2022,221.54,Amex,89.156.26.207
986,986,03/20/2017,183.78,Visa,44.161.83.207
987,987,07/13/2020,103.84,Cash,
988,988,06/27/2022,168.98,Visa,10.144.162.141
989,989,07/10/2019,166.34,Mastercard,97.145.122.57
990,990,06/25/2017,34.04,Visa,14.163.49.81
991,991,05/05/2016,130.73,Venmo,136.218.252.151
992,992,11/14/2015,155.16,Visa,101.146.164.181
993,993,05/29/2014,252.71,Amex,103.254.21.140
994,994,05/07/2020,181.01,Cash,
995,995,11/23/2023,160.42,Venmo,71.117.55.17
996,996,04/25/2016,161.81,Visa,100.101.143.192
997,997,12/18/2021,107.17,Cash,
998,998,03/14/2018,225.22,Venmo,216.125.213.75
999,999,05/08/2021,91.90,Cash,
1000,1000,12/02/2021,226.69,Amex,177.138.117.41
